msa,msaname,date,CHPI
15764,"Cambridge-Newton-Framingham, MA",2022-07-29,673758.25
15804,"Camden, NJ",2022-07-29,294462.5
15980,"Cape Coral-Fort Myers, FL",2022-07-29,416566.03
16700,"Charleston-North Charleston, SC",2022-07-29,410420.38
16740,"Charlotte-Concord-Gastonia, NC-SC",2022-07-29,328326.59
16974,"Chicago-Naperville-Arlington Heights, IL",2022-07-29,325419.41
17140,"Cincinnati, OH-KY-IN",2022-07-29,257775.08
17460,"Cleveland-Elyria, OH",2022-07-29,188977.73
17820,"Colorado Springs, CO",2022-07-29,418158.53
17900,"Columbia, SC",2022-07-29,224142.63
18140,"Columbus, OH",2022-07-29,280753.09
19124,"Dallas-Plano-Irving, TX",2022-07-29,353709.69
19380,"Dayton, OH",2022-07-29,188528.25
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2022-07-29,354321.44
19740,"Denver-Aurora-Lakewood, CO",2022-07-29,513634
19804,"Detroit-Dearborn-Livonia, MI",2022-07-29,158278.09
21340,"El Paso, TX",2022-07-29,199622.73
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2022-07-29,515588.75
23104,"Fort Worth-Arlington, TX",2022-07-29,320668.94
23844,"Gary, IN",2022-07-29,236768.89
24340,"Grand Rapids-Wyoming, MI",2022-07-29,323813.03
24660,"Greensboro-High Point, NC",2022-07-29,247949.05
24860,"Greenville-Anderson-Mauldin, SC",2022-07-29,287920.94
25540,"Hartford-West Hartford-East Hartford, CT",2022-07-29,329112.53
26420,"Houston-The Woodlands-Sugar Land, TX",2022-07-29,295246.75
26900,"Indianapolis-Carmel-Anderson, IN",2022-07-29,250683.81
27260,"Jacksonville, FL",2022-07-29,338822.47
28140,"Kansas City, MO-KS",2022-07-29,265034.59
28940,"Knoxville, TN",2022-07-29,299512.38
29404,"Lake County-Kenosha County, IL-WI",2022-07-29,330547.81
29460,"Lakeland-Winter Haven, FL",2022-07-29,298489.25
29820,"Las Vegas-Henderson-Paradise, NV",2022-07-29,414009.94
30780,"Little Rock-North Little Rock-Conway, AR",2022-07-29,182349.39
31084,"Los Angeles-Long Beach-Glendale, CA",2022-07-29,838313
31140,"Louisville/Jefferson County, KY-IN",2022-07-29,249077.41
32820,"Memphis, TN-MS-AR",2022-07-29,211031.31
33124,"Miami-Miami Beach-Kendall, FL",2022-07-29,591526.38
33340,"Milwaukee-Waukesha-West Allis, WI",2022-07-29,302180.03
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022-07-29,337890.56
33874,"Montgomery County-Bucks County-Chester County, PA",2022-07-29,391036.97
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2022-07-29,413477.66
35004,"Nassau County-Suffolk County, NY",2022-07-29,686741.69
35084,"Newark, NJ-PA",2022-07-29,435354.66
35300,"New Haven-Milford, CT",2022-07-29,343907.47
35380,"New Orleans-Metairie, LA",2022-07-29,295400.25
35614,"New York-Jersey City-White Plains, NY-NJ",2022-07-29,607543.88
35840,"North Port-Sarasota-Bradenton, FL",2022-07-29,457672.81
36084,"Oakland-Hayward-Berkeley, CA",2022-07-29,876816
36420,"Oklahoma City, OK",2022-07-29,227447.95
36540,"Omaha-Council Bluffs, NE-IA",2022-07-29,267338.81
36740,"Orlando-Kissimmee-Sanford, FL",2022-07-29,362393.75
37100,"Oxnard-Thousand Oaks-Ventura, CA",2022-07-29,771328.81
37340,"Palm Bay-Melbourne-Titusville, FL",2022-07-29,341712.81
37964,"Philadelphia, PA",2022-07-29,284583.66
38060,"Phoenix-Mesa-Scottsdale, AZ",2022-07-29,455594.25
38300,"Pittsburgh, PA",2022-07-29,236255.3
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022-07-29,509058.34
39300,"Providence-Warwick, RI-MA",2022-07-29,461779.97
39580,"Raleigh, NC",2022-07-29,367165.19
40060,"Richmond, VA",2022-07-29,300820.84
40140,"Riverside-San Bernardino-Ontario, CA",2022-07-29,490713.03
40380,"Rochester, NY",2022-07-29,206341.63
40900,"Sacramento--Roseville--Arden-Arcade, CA",2022-07-29,543493.19
41180,"St. Louis, MO-IL",2022-07-29,208936.84
41620,"Salt Lake City, UT",2022-07-29,471057.56
41700,"San Antonio-New Braunfels, TX",2022-07-29,297617.47
41740,"San Diego-Carlsbad, CA",2022-07-29,855559.25
41884,"San Francisco-Redwood City-South San Francisco, CA",2022-07-29,1430937.8
41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-07-29,1261481.3
42644,"Seattle-Bellevue-Everett, WA",2022-07-29,738281.31
43524,"Silver Spring-Frederick-Rockville, MD",2022-07-29,419176.28
45060,"Syracuse, NY",2022-07-29,207756.02
45104,"Tacoma-Lakewood, WA",2022-07-29,514571.44
45300,"Tampa-St. Petersburg-Clearwater, FL",2022-07-29,377087.97
45780,"Toledo, OH",2022-07-29,171256.33
46060,"Tucson, AZ",2022-07-29,338780.78
46140,"Tulsa, OK",2022-07-29,216493.44
46520,"Urban Honolulu, HI",2022-07-29,1031091.4
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2022-07-29,282349.91
47664,"Warren-Troy-Farmington Hills, MI",2022-07-29,290591.78
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-07-29,444148.34
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2022-07-29,473408.41
48620,"Wichita, KS",2022-07-29,188110.7
48864,"Wilmington, DE-MD-NJ",2022-07-29,292471.22
49180,"Winston-Salem, NC",2022-07-29,244630
49340,"Worcester, MA-CT",2022-07-29,410209.09
49660,"Youngstown-Warren-Boardman, OH-PA",2022-07-29,158976.55
10420,"Akron, OH",2022-08-05,179633.98
10580,"Albany-Schenectady-Troy, NY",2022-08-05,263583.69
10740,"Albuquerque, NM",2022-08-05,292769.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022-08-05,272806.66
11244,"Anaheim-Santa Ana-Irvine, CA",2022-08-05,991293.13
12060,"Atlanta-Sandy Springs-Roswell, GA",2022-08-05,314400.97
12420,"Austin-Round Rock, TX",2022-08-05,483255.94
12580,"Baltimore-Columbia-Towson, MD",2022-08-05,291702.41
12940,"Baton Rouge, LA",2022-08-05,239740.39
13820,"Birmingham-Hoover, AL",2022-08-05,211171.03
14454,"Boston, MA",2022-08-05,678711.75
14860,"Bridgeport-Stamford-Norwalk, CT",2022-08-05,550050.75
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-08-05,246425.48
15764,"Cambridge-Newton-Framingham, MA",2022-08-05,670451.5
15804,"Camden, NJ",2022-08-05,294016.91
15980,"Cape Coral-Fort Myers, FL",2022-08-05,414564.25
16700,"Charleston-North Charleston, SC",2022-08-05,410648.66
16740,"Charlotte-Concord-Gastonia, NC-SC",2022-08-05,326895.34
16974,"Chicago-Naperville-Arlington Heights, IL",2022-08-05,323415.81
17140,"Cincinnati, OH-KY-IN",2022-08-05,257780.48
17460,"Cleveland-Elyria, OH",2022-08-05,190030.09
17820,"Colorado Springs, CO",2022-08-05,418011
17900,"Columbia, SC",2022-08-05,227333.67
18140,"Columbus, OH",2022-08-05,281439.63
19124,"Dallas-Plano-Irving, TX",2022-08-05,351786.78
19380,"Dayton, OH",2022-08-05,188713.72
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2022-08-05,350463.75
19740,"Denver-Aurora-Lakewood, CO",2022-08-05,510565.06
19804,"Detroit-Dearborn-Livonia, MI",2022-08-05,159373.36
21340,"El Paso, TX",2022-08-05,199384.91
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2022-08-05,515518.44
23104,"Fort Worth-Arlington, TX",2022-08-05,318686.38
23844,"Gary, IN",2022-08-05,235359.14
24340,"Grand Rapids-Wyoming, MI",2022-08-05,323998.06
24660,"Greensboro-High Point, NC",2022-08-05,242710.31
24860,"Greenville-Anderson-Mauldin, SC",2022-08-05,289455.81
25540,"Hartford-West Hartford-East Hartford, CT",2022-08-05,328607.91
26420,"Houston-The Woodlands-Sugar Land, TX",2022-08-05,293939.53
26900,"Indianapolis-Carmel-Anderson, IN",2022-08-05,250212.33
27260,"Jacksonville, FL",2022-08-05,337257.31
28140,"Kansas City, MO-KS",2022-08-05,264349.22
28940,"Knoxville, TN",2022-08-05,301418.47
29404,"Lake County-Kenosha County, IL-WI",2022-08-05,327539.75
29460,"Lakeland-Winter Haven, FL",2022-08-05,297822.19
29820,"Las Vegas-Henderson-Paradise, NV",2022-08-05,410938.53
30780,"Little Rock-North Little Rock-Conway, AR",2022-08-05,183676.2
31084,"Los Angeles-Long Beach-Glendale, CA",2022-08-05,835118.75
31140,"Louisville/Jefferson County, KY-IN",2022-08-05,248715.42
32820,"Memphis, TN-MS-AR",2022-08-05,209671.2
33124,"Miami-Miami Beach-Kendall, FL",2022-08-05,589728.44
33340,"Milwaukee-Waukesha-West Allis, WI",2022-08-05,302713.63
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022-08-05,337099.44
33874,"Montgomery County-Bucks County-Chester County, PA",2022-08-05,391931.5
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2022-08-05,413634.63
35004,"Nassau County-Suffolk County, NY",2022-08-05,686938.81
35084,"Newark, NJ-PA",2022-08-05,434073.63
35300,"New Haven-Milford, CT",2022-08-05,340873.72
35380,"New Orleans-Metairie, LA",2022-08-05,293762.41
35614,"New York-Jersey City-White Plains, NY-NJ",2022-08-05,603076.44
35840,"North Port-Sarasota-Bradenton, FL",2022-08-05,453594.81
36084,"Oakland-Hayward-Berkeley, CA",2022-08-05,868648.69
36420,"Oklahoma City, OK",2022-08-05,226471.8
36540,"Omaha-Council Bluffs, NE-IA",2022-08-05,266961.5
36740,"Orlando-Kissimmee-Sanford, FL",2022-08-05,362505.03
37100,"Oxnard-Thousand Oaks-Ventura, CA",2022-08-05,775595.25
37340,"Palm Bay-Melbourne-Titusville, FL",2022-08-05,340306.59
37964,"Philadelphia, PA",2022-08-05,281211.31
38060,"Phoenix-Mesa-Scottsdale, AZ",2022-08-05,452174.28
38300,"Pittsburgh, PA",2022-08-05,236576.13
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022-08-05,506992
39300,"Providence-Warwick, RI-MA",2022-08-05,463245.72
39580,"Raleigh, NC",2022-08-05,366332.06
40060,"Richmond, VA",2022-08-05,300045.25
40140,"Riverside-San Bernardino-Ontario, CA",2022-08-05,489503.88
40380,"Rochester, NY",2022-08-05,205873.81
40900,"Sacramento--Roseville--Arden-Arcade, CA",2022-08-05,538294.63
41180,"St. Louis, MO-IL",2022-08-05,208678.97
41620,"Salt Lake City, UT",2022-08-05,469123.09
41700,"San Antonio-New Braunfels, TX",2022-08-05,296294.34
41740,"San Diego-Carlsbad, CA",2022-08-05,851858.06
41884,"San Francisco-Redwood City-South San Francisco, CA",2022-08-05,1417730.5
41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-08-05,1245814.8
42644,"Seattle-Bellevue-Everett, WA",2022-08-05,734257.25
43524,"Silver Spring-Frederick-Rockville, MD",2022-08-05,414804.31
45060,"Syracuse, NY",2022-08-05,208907.77
45104,"Tacoma-Lakewood, WA",2022-08-05,512910.03
45300,"Tampa-St. Petersburg-Clearwater, FL",2022-08-05,377043.03
45780,"Toledo, OH",2022-08-05,171109.06
46060,"Tucson, AZ",2022-08-05,337330.34
46140,"Tulsa, OK",2022-08-05,215970.27
46520,"Urban Honolulu, HI",2022-08-05,1036426
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2022-08-05,282540.88
47664,"Warren-Troy-Farmington Hills, MI",2022-08-05,289492.28
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-08-05,440718.44
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2022-08-05,469396.53
48620,"Wichita, KS",2022-08-05,186756.31
48864,"Wilmington, DE-MD-NJ",2022-08-05,288292.16
49180,"Winston-Salem, NC",2022-08-05,247349.16
49340,"Worcester, MA-CT",2022-08-05,407125.13
49660,"Youngstown-Warren-Boardman, OH-PA",2022-08-05,155760.33
10420,"Akron, OH",2022-08-12,180200.05
10580,"Albany-Schenectady-Troy, NY",2022-08-12,264585.56
10740,"Albuquerque, NM",2022-08-12,293088.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022-08-12,272085.38
11244,"Anaheim-Santa Ana-Irvine, CA",2022-08-12,984517.31
12060,"Atlanta-Sandy Springs-Roswell, GA",2022-08-12,312077.75
12420,"Austin-Round Rock, TX",2022-08-12,477021.31
12580,"Baltimore-Columbia-Towson, MD",2022-08-12,292898
12940,"Baton Rouge, LA",2022-08-12,242886.06
13820,"Birmingham-Hoover, AL",2022-08-12,210005.8
14454,"Boston, MA",2022-08-12,676805.63
14860,"Bridgeport-Stamford-Norwalk, CT",2022-08-12,548781.19
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-08-12,245986.64
15764,"Cambridge-Newton-Framingham, MA",2022-08-12,666286.06
15804,"Camden, NJ",2022-08-12,302295.91
15980,"Cape Coral-Fort Myers, FL",2022-08-12,414261.53
16700,"Charleston-North Charleston, SC",2022-08-12,410183.25
16740,"Charlotte-Concord-Gastonia, NC-SC",2022-08-12,325758.5
16974,"Chicago-Naperville-Arlington Heights, IL",2022-08-12,321656.09
17140,"Cincinnati, OH-KY-IN",2022-08-12,259206.84
17460,"Cleveland-Elyria, OH",2022-08-12,190243.16
17820,"Colorado Springs, CO",2022-08-12,417041.84
17900,"Columbia, SC",2022-08-12,229968.23
18140,"Columbus, OH",2022-08-12,279687.88
19124,"Dallas-Plano-Irving, TX",2022-08-12,349881.03
19380,"Dayton, OH",2022-08-12,189620.97
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2022-08-12,351453.81
19740,"Denver-Aurora-Lakewood, CO",2022-08-12,507907.13
19804,"Detroit-Dearborn-Livonia, MI",2022-08-12,159168.61
21340,"El Paso, TX",2022-08-12,200648.44
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2022-08-12,514940.09
23104,"Fort Worth-Arlington, TX",2022-08-12,315843.16
23844,"Gary, IN",2022-08-12,233694.42
24340,"Grand Rapids-Wyoming, MI",2022-08-12,326565.34
24660,"Greensboro-High Point, NC",2022-08-12,240372.95
24860,"Greenville-Anderson-Mauldin, SC",2022-08-12,290824.94
25540,"Hartford-West Hartford-East Hartford, CT",2022-08-12,329849.66
26420,"Houston-The Woodlands-Sugar Land, TX",2022-08-12,294254.5
26900,"Indianapolis-Carmel-Anderson, IN",2022-08-12,249020.41
27260,"Jacksonville, FL",2022-08-12,335112.13
28140,"Kansas City, MO-KS",2022-08-12,264581.78
28940,"Knoxville, TN",2022-08-12,302728.66
29404,"Lake County-Kenosha County, IL-WI",2022-08-12,325818.44
29460,"Lakeland-Winter Haven, FL",2022-08-12,298531.38
29820,"Las Vegas-Henderson-Paradise, NV",2022-08-12,410469.31
30780,"Little Rock-North Little Rock-Conway, AR",2022-08-12,183175.03
31084,"Los Angeles-Long Beach-Glendale, CA",2022-08-12,832740.81
31140,"Louisville/Jefferson County, KY-IN",2022-08-12,249020.41
32820,"Memphis, TN-MS-AR",2022-08-12,210218
33124,"Miami-Miami Beach-Kendall, FL",2022-08-12,592281.06
33340,"Milwaukee-Waukesha-West Allis, WI",2022-08-12,304453.34
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022-08-12,337057.31
33874,"Montgomery County-Bucks County-Chester County, PA",2022-08-12,391777.91
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2022-08-12,413917.56
35004,"Nassau County-Suffolk County, NY",2022-08-12,685799.88
35084,"Newark, NJ-PA",2022-08-12,432007.06
35300,"New Haven-Milford, CT",2022-08-12,341737.56
35380,"New Orleans-Metairie, LA",2022-08-12,290875.13
35614,"New York-Jersey City-White Plains, NY-NJ",2022-08-12,600863.31
35840,"North Port-Sarasota-Bradenton, FL",2022-08-12,452556.94
36084,"Oakland-Hayward-Berkeley, CA",2022-08-12,857473.06
36420,"Oklahoma City, OK",2022-08-12,227007.84
36540,"Omaha-Council Bluffs, NE-IA",2022-08-12,267843.06
36740,"Orlando-Kissimmee-Sanford, FL",2022-08-12,362071.44
37100,"Oxnard-Thousand Oaks-Ventura, CA",2022-08-12,774197.81
37340,"Palm Bay-Melbourne-Titusville, FL",2022-08-12,338490.13
37964,"Philadelphia, PA",2022-08-12,282319.22
38060,"Phoenix-Mesa-Scottsdale, AZ",2022-08-12,450022.84
38300,"Pittsburgh, PA",2022-08-12,234668.16
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022-08-12,506786.56
39300,"Providence-Warwick, RI-MA",2022-08-12,460898.72
39580,"Raleigh, NC",2022-08-12,364499.03
40060,"Richmond, VA",2022-08-12,300188.09
40140,"Riverside-San Bernardino-Ontario, CA",2022-08-12,488375
40380,"Rochester, NY",2022-08-12,206505.61
40900,"Sacramento--Roseville--Arden-Arcade, CA",2022-08-12,533689.06
41180,"St. Louis, MO-IL",2022-08-12,209025.53
41620,"Salt Lake City, UT",2022-08-12,466098.22
41700,"San Antonio-New Braunfels, TX",2022-08-12,294134.97
41740,"San Diego-Carlsbad, CA",2022-08-12,847474.31
41884,"San Francisco-Redwood City-South San Francisco, CA",2022-08-12,1402130.5
41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-08-12,1236767
42644,"Seattle-Bellevue-Everett, WA",2022-08-12,730914.19
43524,"Silver Spring-Frederick-Rockville, MD",2022-08-12,413161.53
45060,"Syracuse, NY",2022-08-12,205457.03
45104,"Tacoma-Lakewood, WA",2022-08-12,509629.59
45300,"Tampa-St. Petersburg-Clearwater, FL",2022-08-12,375558.75
45780,"Toledo, OH",2022-08-12,170996.34
46060,"Tucson, AZ",2022-08-12,336797.06
46140,"Tulsa, OK",2022-08-12,215677.17
46520,"Urban Honolulu, HI",2022-08-12,1043717.3
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2022-08-12,282738.19
47664,"Warren-Troy-Farmington Hills, MI",2022-08-12,288272.09
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-08-12,439052.56
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2022-08-12,469671.47
48620,"Wichita, KS",2022-08-12,188526.45
48864,"Wilmington, DE-MD-NJ",2022-08-12,287377.78
49180,"Winston-Salem, NC",2022-08-12,248161.95
49340,"Worcester, MA-CT",2022-08-12,405883.03
49660,"Youngstown-Warren-Boardman, OH-PA",2022-08-12,154186.63
10420,"Akron, OH",2022-08-19,182143.61
10580,"Albany-Schenectady-Troy, NY",2022-08-19,265572.5
10740,"Albuquerque, NM",2022-08-19,295519.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022-08-19,271815.41
11244,"Anaheim-Santa Ana-Irvine, CA",2022-08-19,981553.88
12060,"Atlanta-Sandy Springs-Roswell, GA",2022-08-19,309242.19
12420,"Austin-Round Rock, TX",2022-08-19,474104.66
12580,"Baltimore-Columbia-Towson, MD",2022-08-19,292607.38
12940,"Baton Rouge, LA",2022-08-19,242163.05
13820,"Birmingham-Hoover, AL",2022-08-19,208424.39
14454,"Boston, MA",2022-08-19,676179.19
14860,"Bridgeport-Stamford-Norwalk, CT",2022-08-19,547138.19
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-08-19,245084.42
15764,"Cambridge-Newton-Framingham, MA",2022-08-19,663180.38
15804,"Camden, NJ",2022-08-19,303759.34
15980,"Cape Coral-Fort Myers, FL",2022-08-19,416764.31
16700,"Charleston-North Charleston, SC",2022-08-19,408084.5
16740,"Charlotte-Concord-Gastonia, NC-SC",2022-08-19,325018.69
16974,"Chicago-Naperville-Arlington Heights, IL",2022-08-19,320048.41
17140,"Cincinnati, OH-KY-IN",2022-08-19,261252.03
17460,"Cleveland-Elyria, OH",2022-08-19,190200.53
17820,"Colorado Springs, CO",2022-08-19,416626.81
17900,"Columbia, SC",2022-08-19,234055.53
18140,"Columbus, OH",2022-08-19,279920.28
19124,"Dallas-Plano-Irving, TX",2022-08-19,349961.13
19380,"Dayton, OH",2022-08-19,190036.8
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2022-08-19,349293.59
19740,"Denver-Aurora-Lakewood, CO",2022-08-19,505416.28
19804,"Detroit-Dearborn-Livonia, MI",2022-08-19,157670.95
21340,"El Paso, TX",2022-08-19,202400.22
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2022-08-19,513383.75
23104,"Fort Worth-Arlington, TX",2022-08-19,315298.75
23844,"Gary, IN",2022-08-19,232491.16
24340,"Grand Rapids-Wyoming, MI",2022-08-19,324089.53
24660,"Greensboro-High Point, NC",2022-08-19,238345.23
24860,"Greenville-Anderson-Mauldin, SC",2022-08-19,291334.88
25540,"Hartford-West Hartford-East Hartford, CT",2022-08-19,330688.75
26420,"Houston-The Woodlands-Sugar Land, TX",2022-08-19,293995.03
26900,"Indianapolis-Carmel-Anderson, IN",2022-08-19,248485.22
27260,"Jacksonville, FL",2022-08-19,332797.38
28140,"Kansas City, MO-KS",2022-08-19,262900.34
28940,"Knoxville, TN",2022-08-19,303854.94
29404,"Lake County-Kenosha County, IL-WI",2022-08-19,324352.66
29460,"Lakeland-Winter Haven, FL",2022-08-19,298323.91
29820,"Las Vegas-Henderson-Paradise, NV",2022-08-19,409852.06
30780,"Little Rock-North Little Rock-Conway, AR",2022-08-19,183788.88
31084,"Los Angeles-Long Beach-Glendale, CA",2022-08-19,829729.25
31140,"Louisville/Jefferson County, KY-IN",2022-08-19,248184.67
32820,"Memphis, TN-MS-AR",2022-08-19,213640.08
33124,"Miami-Miami Beach-Kendall, FL",2022-08-19,591000.81
33340,"Milwaukee-Waukesha-West Allis, WI",2022-08-19,302293
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022-08-19,336136.03
33874,"Montgomery County-Bucks County-Chester County, PA",2022-08-19,393194.66
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2022-08-19,410509.25
35004,"Nassau County-Suffolk County, NY",2022-08-19,684530.25
35084,"Newark, NJ-PA",2022-08-19,429780.25
35300,"New Haven-Milford, CT",2022-08-19,340319.56
35380,"New Orleans-Metairie, LA",2022-08-19,287999.5
35614,"New York-Jersey City-White Plains, NY-NJ",2022-08-19,598616.69
35840,"North Port-Sarasota-Bradenton, FL",2022-08-19,453603.03
36084,"Oakland-Hayward-Berkeley, CA",2022-08-19,856205.69
36420,"Oklahoma City, OK",2022-08-19,225223.2
36540,"Omaha-Council Bluffs, NE-IA",2022-08-19,270223
36740,"Orlando-Kissimmee-Sanford, FL",2022-08-19,361584.53
37100,"Oxnard-Thousand Oaks-Ventura, CA",2022-08-19,775474
37340,"Palm Bay-Melbourne-Titusville, FL",2022-08-19,338242.31
37964,"Philadelphia, PA",2022-08-19,282153.13
38060,"Phoenix-Mesa-Scottsdale, AZ",2022-08-19,447919.66
38300,"Pittsburgh, PA",2022-08-19,235115.95
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022-08-19,505720.03
39300,"Providence-Warwick, RI-MA",2022-08-19,461703.34
39580,"Raleigh, NC",2022-08-19,364022.78
40060,"Richmond, VA",2022-08-19,300386.25
40140,"Riverside-San Bernardino-Ontario, CA",2022-08-19,487468.56
40380,"Rochester, NY",2022-08-19,206611.2
40900,"Sacramento--Roseville--Arden-Arcade, CA",2022-08-19,531775.75
41180,"St. Louis, MO-IL",2022-08-19,210823.31
41620,"Salt Lake City, UT",2022-08-19,464158
41700,"San Antonio-New Braunfels, TX",2022-08-19,294015.78
41740,"San Diego-Carlsbad, CA",2022-08-19,846861.13
41884,"San Francisco-Redwood City-South San Francisco, CA",2022-08-19,1399353.3
41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-08-19,1232232.1
42644,"Seattle-Bellevue-Everett, WA",2022-08-19,729678.69
43524,"Silver Spring-Frederick-Rockville, MD",2022-08-19,414186.84
45060,"Syracuse, NY",2022-08-19,201766.17
45104,"Tacoma-Lakewood, WA",2022-08-19,506090.56
45300,"Tampa-St. Petersburg-Clearwater, FL",2022-08-19,373904.13
45780,"Toledo, OH",2022-08-19,172278.66
46060,"Tucson, AZ",2022-08-19,334999.63
46140,"Tulsa, OK",2022-08-19,215094.64
46520,"Urban Honolulu, HI",2022-08-19,1049980
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2022-08-19,283817.19
47664,"Warren-Troy-Farmington Hills, MI",2022-08-19,287474.56
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-08-19,438321.25
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2022-08-19,467985.41
48620,"Wichita, KS",2022-08-19,189892.23
48864,"Wilmington, DE-MD-NJ",2022-08-19,285858.28
49180,"Winston-Salem, NC",2022-08-19,244871.13
49340,"Worcester, MA-CT",2022-08-19,405843.16
49660,"Youngstown-Warren-Boardman, OH-PA",2022-08-19,154373.34
10420,"Akron, OH",2022-08-26,185251.02
10580,"Albany-Schenectady-Troy, NY",2022-08-26,265551.97
10740,"Albuquerque, NM",2022-08-26,295355.75
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022-08-26,271872.94
11244,"Anaheim-Santa Ana-Irvine, CA",2022-08-26,976963.75
12060,"Atlanta-Sandy Springs-Roswell, GA",2022-08-26,307002.19
12420,"Austin-Round Rock, TX",2022-08-26,473337.97
12580,"Baltimore-Columbia-Towson, MD",2022-08-26,288968.19
12940,"Baton Rouge, LA",2022-08-26,234172.08
13820,"Birmingham-Hoover, AL",2022-08-26,207776.22
14454,"Boston, MA",2022-08-26,673852.06
14860,"Bridgeport-Stamford-Norwalk, CT",2022-08-26,541666.06
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2022-08-26,243321.22
15764,"Cambridge-Newton-Framingham, MA",2022-08-26,652809.06
15804,"Camden, NJ",2022-08-26,301899.75
15980,"Cape Coral-Fort Myers, FL",2022-08-26,413969.28
16700,"Charleston-North Charleston, SC",2022-08-26,408060.34
16740,"Charlotte-Concord-Gastonia, NC-SC",2022-08-26,323781.84
16974,"Chicago-Naperville-Arlington Heights, IL",2022-08-26,320605.31
17140,"Cincinnati, OH-KY-IN",2022-08-26,258717.36
17460,"Cleveland-Elyria, OH",2022-08-26,190597.45
17820,"Colorado Springs, CO",2022-08-26,414990.66
17900,"Columbia, SC",2022-08-26,229961.22
18140,"Columbus, OH",2022-08-26,278706.16
19124,"Dallas-Plano-Irving, TX",2022-08-26,348746.03
19380,"Dayton, OH",2022-08-26,189820.36
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2022-08-26,347926.19
19740,"Denver-Aurora-Lakewood, CO",2022-08-26,502861.88
19804,"Detroit-Dearborn-Livonia, MI",2022-08-26,157298.63
21340,"El Paso, TX",2022-08-26,205478.97
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2022-08-26,514162.81
23104,"Fort Worth-Arlington, TX",2022-08-26,313550.56
23844,"Gary, IN",2022-08-26,234095.72
24340,"Grand Rapids-Wyoming, MI",2022-08-26,322194.56
24660,"Greensboro-High Point, NC",2022-08-26,237847.95
24860,"Greenville-Anderson-Mauldin, SC",2022-08-26,285596.16
25540,"Hartford-West Hartford-East Hartford, CT",2022-08-26,333164.47
26420,"Houston-The Woodlands-Sugar Land, TX",2022-08-26,293759.59
26900,"Indianapolis-Carmel-Anderson, IN",2022-08-26,248184.67
27260,"Jacksonville, FL",2022-08-26,331603.63
28140,"Kansas City, MO-KS",2022-08-26,263381.16
28940,"Knoxville, TN",2022-08-26,303261.19
29404,"Lake County-Kenosha County, IL-WI",2022-08-26,325589.22
29460,"Lakeland-Winter Haven, FL",2022-08-26,298108.03
29820,"Las Vegas-Henderson-Paradise, NV",2022-08-26,410163.31
30780,"Little Rock-North Little Rock-Conway, AR",2022-08-26,183466.64
31084,"Los Angeles-Long Beach-Glendale, CA",2022-08-26,829738.75
